Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2005,2005,1000 USD,1783,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2006,2006,1000 USD,829,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2007,2007,1000 USD,1709,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2008,2008,1000 USD,1581,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2009,2009,1000 USD,936,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2010,2010,1000 USD,1052,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2011,2011,1000 USD,2897,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2012,2012,1000 USD,1976,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2013,2013,1000 USD,1366,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2014,2014,1000 USD,2039,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2015,2015,1000 USD,21018,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2016,2016,1000 USD,1634,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2017,2017,1000 USD,2936,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2018,2018,1000 USD,2653,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2019,2019,1000 USD,1861,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2020,2020,1000 USD,2451,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2021,2021,1000 USD,2247,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2022,2022,1000 USD,2633,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1640,Cocoa beans,2023,2023,1000 USD,2030,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2000,2000,1000 USD,1559614,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2001,2001,1000 USD,1207735,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2002,2002,1000 USD,1195531,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2003,2003,1000 USD,1302746,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2004,2004,1000 USD,1750091,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2005,2005,1000 USD,2516614,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2006,2006,1000 USD,2928605,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2007,2007,1000 USD,3378300,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2008,2008,1000 USD,4131674,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2009,2009,1000 USD,3761605,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2010,2010,1000 USD,5182002,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2011,2011,1000 USD,8000416,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2012,2012,1000 USD,5721758,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2013,2013,1000 USD,4582238,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2014,2014,1000 USD,6041101,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2015,2015,1000 USD,5555415,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2016,2016,1000 USD,4843001,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2017,2017,1000 USD,4600238,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2018,2018,1000 USD,4359522,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2019,2019,1000 USD,4575024,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2020,2020,1000 USD,4973728,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2021,2021,1000 USD,5804685,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2022,2022,1000 USD,8514139,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1610,"Coffee, green",2023,2023,1000 USD,7315366,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2000,2000,1000 USD,85,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2001,2001,1000 USD,51,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2002,2002,1000 USD,8,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2003,2003,1000 USD,13,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2004,2004,1000 USD,0,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2005,2005,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2006,2006,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2007,2007,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2008,2008,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2009,2009,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2010,2010,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2011,2011,1000 USD,0,X,Figure from international organizations,Estimated data using trading partners database
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2012,2012,1000 USD,2,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2013,2013,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2014,2014,1000 USD,5,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2015,2015,1000 USD,2,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2016,2016,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2017,2017,1000 USD,2,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2018,2018,1000 USD,31,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2019,2019,1000 USD,129,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2020,2020,1000 USD,142,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2021,2021,1000 USD,128,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2022,2022,1000 USD,160,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1232,Cucumbers and gherkins,2023,2023,1000 USD,226,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2000,2000,1000 USD,28178,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2001,2001,1000 USD,27729,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2002,2002,1000 USD,20990,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2003,2003,1000 USD,15947,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2004,2004,1000 USD,18104,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2005,2005,1000 USD,25674,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2006,2006,1000 USD,32276,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2007,2007,1000 USD,36166,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2008,2008,1000 USD,45862,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2009,2009,1000 USD,42764,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2010,2010,1000 USD,50765,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2011,2011,1000 USD,60986,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2012,2012,1000 USD,68721,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2013,2013,1000 USD,98708,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2014,2014,1000 USD,114087,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2015,2015,1000 USD,101508,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2016,2016,1000 USD,82355,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2017,2017,1000 USD,78831,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2018,2018,1000 USD,84943,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2019,2019,1000 USD,80495,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2020,2020,1000 USD,87428,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2021,2021,1000 USD,97581,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2022,2022,1000 USD,96175,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1630,Maté leaves,2023,2023,1000 USD,89034,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2000,2000,1000 USD,509,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2001,2001,1000 USD,413,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2002,2002,1000 USD,133,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2003,2003,1000 USD,318,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2004,2004,1000 USD,444,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2005,2005,1000 USD,151,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2006,2006,1000 USD,60,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2007,2007,1000 USD,115,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2008,2008,1000 USD,15,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2009,2009,1000 USD,9,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2010,2010,1000 USD,10,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2011,2011,1000 USD,0,X,Figure from international organizations,Estimated data using trading partners database
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2012,2012,1000 USD,0,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2013,2013,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2016,2016,1000 USD,3,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2017,2017,1000 USD,8,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2018,2018,1000 USD,81,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2019,2019,1000 USD,228,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2020,2020,1000 USD,90,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2021,2021,1000 USD,32,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2022,2022,1000 USD,86,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1354,Strawberries,2023,2023,1000 USD,249,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2000,2000,1000 USD,812921,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2001,2001,1000 USD,921135,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2002,2002,1000 USD,977670,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2003,2003,1000 USD,1052465,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2004,2004,1000 USD,1380461,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2005,2005,1000 USD,1660493,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2006,2006,1000 USD,1694175,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2007,2007,1000 USD,2194075,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2008,2008,1000 USD,2683204,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2009,2009,1000 USD,2991818,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2010,2010,1000 USD,2706674,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2011,2011,1000 USD,2878611,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2012,2012,1000 USD,3197303,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2013,2013,1000 USD,3192512,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2014,2014,1000 USD,2414084,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2015,2015,1000 USD,2109284,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2016,2016,1000 USD,2054089,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2017,2017,1000 USD,2000441,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2018,2018,1000 USD,1894445,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2019,2019,1000 USD,2047114,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2020,2020,1000 USD,1513569,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2021,2021,1000 USD,1349296,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2022,2022,1000 USD,2295544,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1970,Unmanufactured tobacco,2023,2023,1000 USD,2543776,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2000,2000,1000 USD,2,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2001,2001,1000 USD,34,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2002,2002,1000 USD,4,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2003,2003,1000 USD,201,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2004,2004,1000 USD,2,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2005,2005,1000 USD,4,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2006,2006,1000 USD,2,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2007,2007,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2008,2008,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2009,2009,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2010,2010,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2011,2011,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2012,2012,1000 USD,0,X,Figure from international organizations,Estimated data using trading partners database
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2013,2013,1000 USD,0,X,Figure from international organizations,Estimated data using trading partners database
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2014,2014,1000 USD,0,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2015,2015,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2017,2017,1000 USD,0,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2018,2018,1000 USD,4,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2019,2019,1000 USD,0,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2020,2020,1000 USD,133,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2021,2021,1000 USD,227,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2022,2022,1000 USD,214,A,Official figure,
TCL,Crops and livestock products,76,Brazil,5922,Export value,1658,"Vanilla, raw",2023,2023,1000 USD,33,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2000,2000,1000 USD,7826,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2001,2001,1000 USD,9141,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2002,2002,1000 USD,6741,X,Figure from international organizations,Estimated data using trading partners database
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2003,2003,1000 USD,9239,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2004,2004,1000 USD,16139,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2005,2005,1000 USD,45124,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2006,2006,1000 USD,21932,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2007,2007,1000 USD,31965,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2008,2008,1000 USD,34181,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2009,2009,1000 USD,33990,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2010,2010,1000 USD,39519,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2011,2011,1000 USD,54356,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2012,2012,1000 USD,52182,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2013,2013,1000 USD,60602,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2014,2014,1000 USD,43271,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2015,2015,1000 USD,87070,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2016,2016,1000 USD,47165,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2017,2017,1000 USD,41303,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2018,2018,1000 USD,57477,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2019,2019,1000 USD,73410,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2020,2020,1000 USD,42790,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2021,2021,1000 USD,45964,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2022,2022,1000 USD,46957,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,21422,"Almonds, shelled",2023,2023,1000 USD,23517,X,Figure from international organizations,Estimated data using trading partners database
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2000,2000,1000 USD,64644,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2001,2001,1000 USD,51712,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2002,2002,1000 USD,127864,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2003,2003,1000 USD,86007,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2004,2004,1000 USD,94624,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2005,2005,1000 USD,98834,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2006,2006,1000 USD,96421,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2007,2007,1000 USD,178894,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2008,2008,1000 USD,88185,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2009,2009,1000 USD,283646,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2010,2010,1000 USD,184731,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2011,2011,1000 USD,227697,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2012,2012,1000 USD,159257,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2013,2013,1000 USD,184767,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2014,2014,1000 USD,227632,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2015,2015,1000 USD,208569,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2016,2016,1000 USD,371935,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2017,2017,1000 USD,503619,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2018,2018,1000 USD,323195,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2019,2019,1000 USD,329881,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2020,2020,1000 USD,250749,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2021,2021,1000 USD,290031,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2022,2022,1000 USD,226394,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1311,Avocados,2023,2023,1000 USD,318614,X,Figure from international organizations,Estimated data using trading partners database
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2000,2000,1000 USD,9,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2001,2001,1000 USD,151,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2002,2002,1000 USD,452,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2003,2003,1000 USD,198,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2004,2004,1000 USD,87,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2005,2005,1000 USD,149,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2006,2006,1000 USD,42,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2007,2007,1000 USD,30,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2008,2008,1000 USD,40,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2009,2009,1000 USD,25,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2010,2010,1000 USD,32,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2011,2011,1000 USD,402,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2012,2012,1000 USD,125,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2013,2013,1000 USD,690,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2014,2014,1000 USD,121,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2015,2015,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2016,2016,1000 USD,4,A,Official figure,
TCL,Crops and livestock products,152,Chile,5922,Export value,1312,Bananas,2017,2017,1000 USD,13,A,Official figure,
