Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2002,2002,1000 USD,781328,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2003,2003,1000 USD,811668,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2004,2004,1000 USD,960817,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2005,2005,1000 USD,1487847,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2006,2006,1000 USD,1476877,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2007,2007,1000 USD,1729159,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2008,2008,1000 USD,1905306,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2009,2009,1000 USD,1552442,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2010,2010,1000 USD,1889558,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2011,2011,1000 USD,2623212,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2012,2012,1000 USD,1914285,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2013,2013,1000 USD,1886852,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2014,2014,1000 USD,2477696,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2015,2015,1000 USD,2533796,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2016,2016,1000 USD,2423445,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2017,2017,1000 USD,2521765,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2018,2018,1000 USD,2274700,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2019,2019,1000 USD,2282170,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2020,2020,1000 USD,2453943,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2021,2021,1000 USD,3106941,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2022,2022,1000 USD,3997353,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1610,"Coffee, green",2023,2023,1000 USD,2823505,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2000,2000,1000 USD,10,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2001,2001,1000 USD,26,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2002,2002,1000 USD,4,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2003,2003,1000 USD,4,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2004,2004,1000 USD,9,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2005,2005,1000 USD,2,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2006,2006,1000 USD,0,X,Figure from international organizations,Estimated data using trading partners database
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2007,2007,1000 USD,3,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2008,2008,1000 USD,10,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2009,2009,1000 USD,5,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2010,2010,1000 USD,11,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2011,2011,1000 USD,14,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2012,2012,1000 USD,4,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2013,2013,1000 USD,2,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2014,2014,1000 USD,4,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2015,2015,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2016,2016,1000 USD,4,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2017,2017,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2018,2018,1000 USD,42,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2019,2019,1000 USD,92,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2020,2020,1000 USD,126,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2021,2021,1000 USD,92,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2022,2022,1000 USD,112,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1232,Cucumbers and gherkins,2023,2023,1000 USD,76,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1630,Maté leaves,2021,2021,1000 USD,0,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1630,Maté leaves,2023,2023,1000 USD,0,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2000,2000,1000 USD,137,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2001,2001,1000 USD,88,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2002,2002,1000 USD,28,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2003,2003,1000 USD,129,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2004,2004,1000 USD,144,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2005,2005,1000 USD,366,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2006,2006,1000 USD,370,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2007,2007,1000 USD,351,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2008,2008,1000 USD,348,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2009,2009,1000 USD,192,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2010,2010,1000 USD,233,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2011,2011,1000 USD,194,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2012,2012,1000 USD,200,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2013,2013,1000 USD,294,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2014,2014,1000 USD,359,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2015,2015,1000 USD,339,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2016,2016,1000 USD,314,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2017,2017,1000 USD,297,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2018,2018,1000 USD,249,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2019,2019,1000 USD,47,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2020,2020,1000 USD,55,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2021,2021,1000 USD,17,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2022,2022,1000 USD,37,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1354,Strawberries,2023,2023,1000 USD,167,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2000,2000,1000 USD,17996,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2001,2001,1000 USD,12609,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2002,2002,1000 USD,11763,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2003,2003,1000 USD,13333,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2004,2004,1000 USD,13991,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2005,2005,1000 USD,12150,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2006,2006,1000 USD,10195,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2007,2007,1000 USD,14857,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2008,2008,1000 USD,18139,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2009,2009,1000 USD,18076,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2010,2010,1000 USD,9180,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2011,2011,1000 USD,24021,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2012,2012,1000 USD,25204,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2013,2013,1000 USD,57184,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2014,2014,1000 USD,47590,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2015,2015,1000 USD,41074,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2016,2016,1000 USD,27390,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2017,2017,1000 USD,36430,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2018,2018,1000 USD,35654,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2019,2019,1000 USD,39293,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2020,2020,1000 USD,16692,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2021,2021,1000 USD,10648,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2022,2022,1000 USD,4476,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1970,Unmanufactured tobacco,2023,2023,1000 USD,5475,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1658,"Vanilla, raw",2000,2000,1000 USD,2,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1658,"Vanilla, raw",2001,2001,1000 USD,0,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1658,"Vanilla, raw",2002,2002,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1658,"Vanilla, raw",2003,2003,1000 USD,0,X,Figure from international organizations,Estimated data using trading partners database
TCL,Crops and livestock products,170,Colombia,5922,Export value,1658,"Vanilla, raw",2004,2004,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1658,"Vanilla, raw",2005,2005,1000 USD,0,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1658,"Vanilla, raw",2006,2006,1000 USD,0,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1658,"Vanilla, raw",2007,2007,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1658,"Vanilla, raw",2008,2008,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1658,"Vanilla, raw",2009,2009,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1658,"Vanilla, raw",2010,2010,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1658,"Vanilla, raw",2011,2011,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1658,"Vanilla, raw",2012,2012,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1658,"Vanilla, raw",2013,2013,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1658,"Vanilla, raw",2019,2019,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,170,Colombia,5922,Export value,1658,"Vanilla, raw",2020,2020,1000 USD,0,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,21422,"Almonds, shelled",2006,2006,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,21422,"Almonds, shelled",2007,2007,1000 USD,6,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,21422,"Almonds, shelled",2008,2008,1000 USD,0,X,Figure from international organizations,Estimated data using trading partners database
TCL,Crops and livestock products,218,Ecuador,5922,Export value,21422,"Almonds, shelled",2009,2009,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,21422,"Almonds, shelled",2010,2010,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,21422,"Almonds, shelled",2011,2011,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,21422,"Almonds, shelled",2012,2012,1000 USD,9,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,21422,"Almonds, shelled",2013,2013,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,21422,"Almonds, shelled",2014,2014,1000 USD,65,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,21422,"Almonds, shelled",2018,2018,1000 USD,0,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,21422,"Almonds, shelled",2019,2019,1000 USD,0,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,21422,"Almonds, shelled",2020,2020,1000 USD,8,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,21422,"Almonds, shelled",2021,2021,1000 USD,70,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,21422,"Almonds, shelled",2022,2022,1000 USD,87,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,21422,"Almonds, shelled",2023,2023,1000 USD,49,X,Figure from international organizations,Estimated data using trading partners database
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2000,2000,1000 USD,51,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2001,2001,1000 USD,333,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2002,2002,1000 USD,479,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2003,2003,1000 USD,417,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2004,2004,1000 USD,301,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2005,2005,1000 USD,275,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2006,2006,1000 USD,435,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2007,2007,1000 USD,359,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2008,2008,1000 USD,365,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2009,2009,1000 USD,337,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2010,2010,1000 USD,519,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2011,2011,1000 USD,459,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2012,2012,1000 USD,384,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2013,2013,1000 USD,238,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2014,2014,1000 USD,186,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2015,2015,1000 USD,71,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2016,2016,1000 USD,15,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2017,2017,1000 USD,202,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2018,2018,1000 USD,170,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2019,2019,1000 USD,3553,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2020,2020,1000 USD,2395,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2021,2021,1000 USD,632,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2022,2022,1000 USD,1412,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1311,Avocados,2023,2023,1000 USD,3351,X,Figure from international organizations,Estimated data using trading partners database
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2000,2000,1000 USD,809364,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2001,2001,1000 USD,828573,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2002,2002,1000 USD,936596,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2003,2003,1000 USD,1084169,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2004,2004,1000 USD,972899,X,Figure from international organizations,Estimated data using trading partners database
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2005,2005,1000 USD,1068659,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2006,2006,1000 USD,1184355,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2007,2007,1000 USD,1282036,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2008,2008,1000 USD,1626170,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2009,2009,1000 USD,1983974,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2010,2010,1000 USD,2033794,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2011,2011,1000 USD,2246351,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2012,2012,1000 USD,2068175,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2013,2013,1000 USD,2292730,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2014,2014,1000 USD,2494197,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2015,2015,1000 USD,2731416,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2016,2016,1000 USD,2657015,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2017,2017,1000 USD,2959428,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2018,2018,1000 USD,3115836,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2019,2019,1000 USD,3185474,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2020,2020,1000 USD,3577047,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2021,2021,1000 USD,3393035,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2022,2022,1000 USD,3386169,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1312,Bananas,2023,2023,1000 USD,2677329,X,Figure from international organizations,Estimated data using trading partners database
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2000,2000,1000 USD,0,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2001,2001,1000 USD,0,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2002,2002,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2003,2003,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2004,2004,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2005,2005,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2006,2006,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2007,2007,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2008,2008,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2009,2009,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2010,2010,1000 USD,0,X,Figure from international organizations,Estimated data using trading partners database
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2011,2011,1000 USD,51,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2012,2012,1000 USD,0,X,Figure from international organizations,Estimated data using trading partners database
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2013,2013,1000 USD,0,E,Estimated value,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2016,2016,1000 USD,2,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2017,2017,1000 USD,24,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2018,2018,1000 USD,0,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2019,2019,1000 USD,1,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,39120.01,Bran of wheat,2020,2020,1000 USD,4,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2000,2000,1000 USD,37513,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2001,2001,1000 USD,54907,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2002,2002,1000 USD,89173,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2003,2003,1000 USD,112556,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2004,2004,1000 USD,102364,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2005,2005,1000 USD,114011,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2006,2006,1000 USD,143288,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2007,2007,1000 USD,190440,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2008,2008,1000 USD,201566,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2009,2009,1000 USD,334925,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2010,2010,1000 USD,350199,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2011,2011,1000 USD,471652,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2012,2012,1000 USD,346191,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2013,2013,1000 USD,433272,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2014,2014,1000 USD,587528,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2015,2015,1000 USD,705415,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2016,2016,1000 USD,621970,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2017,2017,1000 USD,589750,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2018,2018,1000 USD,665177,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2019,2019,1000 USD,657272,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2020,2020,1000 USD,816392,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2021,2021,1000 USD,819457,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2022,2022,1000 USD,915471,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1640,Cocoa beans,2023,2023,1000 USD,1062053,X,Figure from international organizations,Estimated data using trading partners database
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1610,"Coffee, green",2000,2000,1000 USD,22119,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1610,"Coffee, green",2001,2001,1000 USD,15031,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1610,"Coffee, green",2002,2002,1000 USD,10307,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1610,"Coffee, green",2003,2003,1000 USD,10935,A,Official figure,
TCL,Crops and livestock products,218,Ecuador,5922,Export value,1610,"Coffee, green",2004,2004,1000 USD,14356,A,Official figure,
